ATM PK;BRANCH FK;LOCATION FK;ORG ID;A TYPE;a type desc;A PLACE;A NAME;A STATUS;a status desc;BOBJECT NAME;WHOURS TYPE;a whours type desc;REMARK;WEB NOTE;WEB STATUS;a web status desc;LOCATION PK;COUNTY ID;COUNTY NAME;PLACE ZIP;PLACE NAME;STREET NAME;HOUSE N;HOUSE SUBN;ADDRESS LONG;address full;housenum full;X;Y;L STATUS;l status desc;;LONG;LAT
22004;10205;63;;2;Dnevno-noÊni trezor;DugoSelo;Kolodvorska 1;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;63;1;ZagrebaËka ûupanija;10370;Dugo Selo;Kolodvorska;1;;Kolodvorska 1;Dugo Selo, Kolodvorska 1;1;2479702.2;5072439.9;1;Prikaûi na karti;;" 16∞ 14' 2""";" 45∞ 48' 18"""
24006;10205;63;;4;Ureaj za zaprimanje naloga;DugoSelo;Kolodvorska 1;1;U funkciji (radi);ZABA poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;63;1;ZagrebaËka ûupanija;10370;Dugo Selo;Kolodvorska;1;;Kolodvorska 1;Dugo Selo, Kolodvorska 1;1;2479702.2;5072439.9;1;Prikaûi na karti;;" 16∞ 14' 2""";" 45∞ 48' 18"""
21237;;64;65015;1;Bankomat;Dugopolje;Dugopolje bb;1;U funkciji (radi);METRO Cash & Carry d.o.o.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;64;17;Splitsko-dalmatinska ûupanija;21204;Dugopolje;Dugopolje;0;BB;Dugopolje bb;Dugopolje, Dugopolje BB;BB;2506650.77;4826520.91;1;Prikaûi na karti;;" 16∞ 34' 39""";" 43∞ 35' 30"""
21238;;65;30315;1;Bankomat;Dugopolje;Sv.L.MandiÊa 2;1;U funkciji (radi);Lesnina-H d.o.o.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;65;17;Splitsko-dalmatinska ûupanija;21204;Dugopolje;Sv. Leopolda MandiÊa;2;;Sv.L.MandiÊa 2;Dugopolje, Sv. Leopolda MandiÊa 2;2;2506364.31;4825995.02;1;Prikaûi na karti;;" 16∞ 34' 26""";" 43∞ 35' 13"""
21239;;66;53840;1;Bankomat;–akovo;Bana J. JelaËiÊa bb;1;U funkciji (radi);BILLA d.o.o.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;66;14;OsjeËko-baranjska ûupanija;31400;–akovo;Bana J. JelaËiÊa;0;BB;Bana J. JelaËiÊa bb;–akovo, Bana J. JelaËiÊa BB;BB;2650147.74;5019239.11;1;Prikaûi na karti;;" 18∞ 24' 37""";" 45∞ 18' 38"""
21011;10010;68;55140;1;Bankomat;–akovo;Ul. Pape Ivana Pavla II br. 9;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;68;14;OsjeËko-baranjska ûupanija;31400;–akovo;Pape Ivana Pavla II;9;;Pape Ivana Pavla II 9;–akovo, Pape Ivana Pavla II 9;9;2049700.52;5670433.48;1;Prikaûi na karti;;" 18∞ 24' 46""";" 45∞ 18' 35"""
24007;10206;68;;4;Ureaj za zaprimanje naloga;–akovo;Ul. Pape Ivana Pavla II br. 9;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;68;14;OsjeËko-baranjska ûupanija;31400;–akovo;Pape Ivana Pavla II;9;;Pape Ivana Pavla II 9;–akovo, Pape Ivana Pavla II 9;9;2049700.52;5670433.48;1;Prikaûi na karti;;" 18∞ 24' 46""";" 45∞ 18' 35"""
22005;10206;68;;2;Dnevno-noÊni trezor;–akovo;Ul. Pape Ivana Pavla II br. 9;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;68;14;OsjeËko-baranjska ûupanija;31400;–akovo;Pape Ivana Pavla II;9;;Pape Ivana Pavla II 9;–akovo, Pape Ivana Pavla II 9;9;2049700.52;5670433.48;1;Prikaûi na karti;;" 18∞ 24' 46""";" 45∞ 18' 35"""
21241;;69;53940;1;Bankomat;–akovo;V. Nazora 6 (Mercator);1;U funkciji (radi);Mercator-H. d.o.o.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;69;14;OsjeËko-baranjska ûupanija;31400;–akovo;V. Nazora;6;;V. Nazora 6 (Mercator);–akovo, V. Nazora 6;6;2650624.92;5020285.38;1;Prikaûi na karti;;" 18∞ 25' 0""";" 45∞ 19' 12"""
21012;10011;70;10081;1;Bankomat;–urevac;S. RadiÊa 13;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;70;6;KoprivniËko-kriûevaËka ûupanija;48350;–urevac;Stjepana RadiÊa;13;;Stjepana RadiÊa 13;–urevac, Stjepana RadiÊa 13;13;1900051.25;5786751;1;Prikaûi na karti;;" 17∞ 4' 6""";" 46∞ 2' 24"""
21013;10011;70;55232;1;Bankomat;–urevac;S. RadiÊa 13;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;70;6;KoprivniËko-kriûevaËka ûupanija;48350;–urevac;Stjepana RadiÊa;13;;Stjepana RadiÊa 13;–urevac, Stjepana RadiÊa 13;13;1900051.25;5786751;1;Prikaûi na karti;;" 17∞ 4' 6""";" 46∞ 2' 24"""
21014;10011;70;80232;1;Bankomat;–urevac;S. RadiÊa 13;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;70;6;KoprivniËko-kriûevaËka ûupanija;48350;–urevac;Stjepana RadiÊa;13;;Stjepana RadiÊa 13;–urevac, Stjepana RadiÊa 13;13;1900051.25;5786751;1;Prikaûi na karti;;" 17∞ 4' 6""";" 46∞ 2' 24"""
22006;10011;70;;2;Dnevno-noÊni trezor;–urevac;Stjepana RadiÊa 13;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;70;6;KoprivniËko-kriûevaËka ûupanija;48350;–urevac;Stjepana RadiÊa;13;;Stjepana RadiÊa 13;–urevac, Stjepana RadiÊa 13;13;1900051.25;5786751;1;Prikaûi na karti;;" 17∞ 4' 6""";" 46∞ 2' 24"""
24008;10011;70;;4;Ureaj za zaprimanje naloga;–urevac;Stjepana RadiÊa 13;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;70;6;KoprivniËko-kriûevaËka ûupanija;48350;–urevac;Stjepana RadiÊa;13;;Stjepana RadiÊa 13;–urevac, Stjepana RadiÊa 13;13;1900051.25;5786751;1;Prikaûi na karti;;" 17∞ 4' 6""";" 46∞ 2' 24"""
21242;;71;10043;1;Bankomat;–urmanec;–urmanec 137;1;U funkciji (radi);OpÊina –urmanec;1;0-24 h;;;1;Prikaûi na karti;71;2;Krapinsko-zagorska ûupanija;49225;–urmanec;–urmanec;137;;–urmanec 137;–urmanec, –urmanec 137;137;2449434.92;5116094.54;1;Prikaûi na karti;;" 15∞ 50' 23""";" 46∞ 11' 47"""
21244;;73;52945;1;Bankomat;Faûana;Valbandon, Dragonja 115;1;U funkciji (radi);Bi Village;1;0-24 h;;;1;Prikaûi na karti;73;18;Istarska ûupanija;52212;Faûana;Dragonja;115;;Valbandon, Dragonja 115;Faûana, Dragonja 115;115;2288032.99;4977280.55;1;Prikaûi na karti;;" 13∞ 48' 35""";" 44∞ 55' 2"""
21245;;74;10116;1;Bankomat;Ferdinandovac;Trg slobode 28;1;U funkciji (radi);OpÊina Ferdinandovac;1;0-24 h;;;1;Prikaûi na karti;74;6;KoprivniËko-kriûevaËka ûupanija;48356;Ferdinandovac;Trg slobode;28;;Trg slobode 28;Ferdinandovac, Trg slobode 28;28;2553855.01;5100798.43;1;Prikaûi na karti;;" 17∞ 11' 28""";" 46∞ 3' 31"""
21247;;76;83634;1;Bankomat;Funtana;B. Borisia 2;1;U funkciji (radi);TZ Funtana;1;0-24 h;;;1;Prikaûi na karti;76;18;Istarska ûupanija;52452;Funtana;B. Borisia;2;;B. Borisia 2;Funtana, B. Borisia 2;2;2272896.93;5006373.37;1;Prikaûi na karti;;" 13∞ 36' 19""";" 45∞ 10' 27"""
21248;;77;10105;1;Bankomat;Gareönica;Andrije Lustiga - Dade 19;1;U funkciji (radi);KONZUM;1;0-24 h;;;1;Prikaûi na karti;77;7;Bjelovarsko-bilogorska ûupanija;43280;Gareönica;Andrije Lustiga - Dade;19;;Andrije Lustiga - Dade 19;Gareönica, Andrije Lustiga - Dade 19;19;2534973.45;5046897.05;1;Prikaûi na karti;;" 16∞ 56' 36""";" 45∞ 34' 29"""
21249;;78;50535;1;Bankomat;Glina;S.I A. RadiÊa bb;1;U funkciji (radi);FINA;1;0-24 h;;;1;Prikaûi na karti;78;3;SisaËko-moslavaËka ûupanija;44400;Glina;S. i A. RadiÊa;0;BB;S.I A. RadiÊa bb;Glina, S. i A. RadiÊa BB;BB;2468268.98;5020725.68;1;Prikaûi na karti;;" 16∞ 5' 24""";" 45∞ 20' 21"""
21251;;80;66146;1;Bankomat;Gornja Stubica;Trg Sv. Jurjaja 2 ;1;U funkciji (radi);OpÊina Gornja Stubbica;1;0-24 h;;;1;Prikaûi na karti;80;2;Krapinsko-zagorska ûupanija;49245;Gornja Stubica;Trg Sv. Jurja;2;;Trg Sv. Jurjaja 2 ;Gornja Stubica, Trg Sv. Jurja 2;2;2463100;5091358;1;Prikaûi na karti;;" 16∞ 1' 7""";" 45∞ 58' 29"""
21252;;81;79310;1;Bankomat;Gornji Kneginec;Trg Hrvatski branitelja bb;1;U funkciji (radi);OpÊina Gornji Kneginec;1;0-24 h;;;1;Prikaûi na karti;81;5;Varaûdinska ûupanija;42204;Gornji Kneginec;Trg Hrvatski branitelja;0;BB;Trg Hrvatski branitelja bb;Gornji Kneginec, Trg Hrvatski branitelja BB;BB;2490978.21;5122267.72;1;Prikaûi na karti;;" 16∞ 22' 41""";" 46∞ 15' 13"""
21015;10012;82;10132;1;Bankomat;GospiÊ;Kaniöka 9;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;82;9;LiËko-senjska ûupanija;53000;GospiÊ;Kaniöka;9;;Kaniöka 9;GospiÊ, Kaniöka 9;9;2410981.93;4933089.6;1;Prikaûi na karti;;" 15∞ 22' 29""";" 44∞ 32' 44"""
24009;10012;82;;4;Ureaj za zaprimanje naloga;GospiÊ;Kaniöka 9;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;82;9;LiËko-senjska ûupanija;53000;GospiÊ;Kaniöka;9;;Kaniöka 9;GospiÊ, Kaniöka 9;9;2410981.93;4933089.6;1;Prikaûi na karti;;" 15∞ 22' 29""";" 44∞ 32' 44"""
22007;10012;82;;2;Dnevno-noÊni trezor;GospiÊ;Kaniöka 9;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;82;9;LiËko-senjska ûupanija;53000;GospiÊ;Kaniöka;9;;Kaniöka 9;GospiÊ, Kaniöka 9;9;2410981.93;4933089.6;1;Prikaûi na karti;;" 15∞ 22' 29""";" 44∞ 32' 44"""
21255;;86;66240;1;Bankomat;Gunja;V. Nazora 128;1;U funkciji (radi);PatriËar d.o.o.;1;0-24 h;;;1;Prikaûi na karti;86;16;Vukovarsko-srijemska ûupanija;32260;Gunja;V. Nazora;128;;V. Nazora 128;Gunja, V. Nazora 128;128;2684038;4973086;1;Prikaûi na karti;;" 18∞ 49' 31""";" 44∞ 53' 15"""
21256;;87;50635;1;Bankomat;Hrvatska Kostajnica;V.Nazora 9;1;U funkciji (radi);FINA;1;0-24 h;;;1;Prikaûi na karti;87;3;SisaËko-moslavaËka ûupanija;44430;Hrvatska Kostajnica;V. Nazora;9;;V.Nazora 9;Hrvatska Kostajnica, V. Nazora 9;9;2503710.27;5008177.96;1;Prikaûi na karti;;" 16∞ 32' 32""";" 45∞ 13' 37"""
21017;10014;88;87232;1;Bankomat;Hum na Sutli;Hum na Sutli 139;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;88;2;Krapinsko-zagorska ûupanija;49231;Hum na Sutli;Hum na Sutli;139;;Hum na Sutli 139;Hum na Sutli, Hum na Sutli 139;139;2438814.91;5119064.75;1;Prikaûi na karti;;" 15∞ 42' 6""";" 46∞ 13' 20"""
21257;;89;84363;1;Bankomat;Hvar;Riva bb;1;U funkciji (radi);Jadrolinija;1;0-24 h;;;1;Prikaûi na karti;89;17;Splitsko-dalmatinska ûupanija;21450;Hvar;Riva;0;BB;Riva bb;Hvar, Riva BB;BB;2495961.41;4779271.07;1;Prikaûi na karti;;" 16∞ 26' 44""";" 43∞ 9' 59"""
21258;;90;75047;1;Bankomat;Ika;Primorska ul. 2;1;U funkciji (radi);Profico d.o.o.;1;0-24 h;;;1;Prikaûi na karti;90;8;Primorsko-goranska ûupanija;51414;Ika;Primorska;2;;Primorska ul. 2;Ika, Primorska 2;2;2326461.27;5019430.07;1;Prikaûi na karti;;" 14∞ 16' 54""";" 45∞ 18' 24"""
21259;;91;10069;1;Bankomat;Ilok;Trg Nikole IloËkog 12a;1;U funkciji (radi);BOSO d.o.o;1;0-24 h;;;1;Prikaûi na karti;91;16;Vukovarsko-srijemska ûupanija;32236;Ilok;Trg Nikole IloËkog;12;a;Trg Nikole IloËkog 12a;Ilok, Trg Nikole IloËkog 12/a;12/a;2156215;5656796;1;Prikaûi na karti;;" 19∞ 22' 43""";" 45∞ 13' 25"""
21260;;92;47463;1;Bankomat;Imotski;Put gaja bb;1;U funkciji (radi);Studenac d.o.o. ;1;0-24 h;;;1;Prikaûi na karti;92;17;Splitsko-dalmatinska ûupanija;21260;Imotski;Put gaja;0;BB;Put gaja bb;Imotski, Put gaja BB;BB;2558793.51;4810718.07;1;Prikaûi na karti;;" 17∞ 13' 18""";" 43∞ 26' 50"""
25397;10015;93;10187;1;Bankomat;;äetaliöte S.RadiÊa 18;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;93;17;Splitsko-dalmatinska ûupanija;21260;Imotski;äetaliöte S. RadiÊa;18;;äetaliöte S. RadiÊa 18;Imotski, äetaliöte S. RadiÊa 18;18;1916414.13;5380341.5;1;Prikaûi na karti;;" 17∞ 12' 56""";" 43∞ 26' 51"""
21261;;94;67920;1;Bankomat;Ivanec;IvaneËko naselje 1c;1;U funkciji (radi);KTC d.o.o.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;94;5;Varaûdinska ûupanija;42240;Ivanec;IvaneËko naselje;1;C;IvaneËko naselje 1c;Ivanec, IvaneËko naselje 1/C;1/C;2472276.21;5119833.4;1;Prikaûi na karti;;" 16∞ 8' 8""";" 46∞ 13' 53"""
21019;10016;95;10084;1;Bankomat;Ivanec;Mirka Maleza 1;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;95;5;Varaûdinska ûupanija;42240;Ivanec;Mirka Maleza;1;;Mirka Maleza 1;Ivanec, Mirka Maleza 1;1;2471415.32;5119015.82;1;Prikaûi na karti;;" 16∞ 7' 28""";" 46∞ 13' 26"""
21020;10016;95;44620;1;Bankomat;Ivanec;Mirka Maleza 1;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;95;5;Varaûdinska ûupanija;42240;Ivanec;Mirka Maleza;1;;Mirka Maleza 1;Ivanec, Mirka Maleza 1;1;2471415.32;5119015.82;1;Prikaûi na karti;;" 16∞ 7' 28""";" 46∞ 13' 26"""
22008;10016;95;;2;Dnevno-noÊni trezor;Ivanec;Mirka Maleza 1;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;95;5;Varaûdinska ûupanija;42240;Ivanec;Mirka Maleza;1;;Mirka Maleza 1;Ivanec, Mirka Maleza 1;1;2471415.32;5119015.82;1;Prikaûi na karti;;" 16∞ 7' 28""";" 46∞ 13' 26"""
24010;10016;95;;4;Ureaj za zaprimanje naloga;Ivanec;Mirka Maleza 1;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;95;5;Varaûdinska ûupanija;42240;Ivanec;Mirka Maleza;1;;Mirka Maleza 1;Ivanec, Mirka Maleza 1;1;2471415.32;5119015.82;1;Prikaûi na karti;;" 16∞ 7' 28""";" 46∞ 13' 26"""
21262;;96;45520;1;Bankomat;Ivanec;Trg hrvatskih Ivanovaca 1;1;U funkciji (radi);RK Ivanec;1;0-24 h;;;1;Prikaûi na karti;96;5;Varaûdinska ûupanija;42240;Ivanec;Trg hrvatskih Ivanovaca;1;;Trg hrvatskih Ivanovaca 1;Ivanec, Trg hrvatskih Ivanovaca 1;1;2471432.06;5119030.93;1;Prikaûi na karti;;" 16∞ 7' 29""";" 46∞ 13' 27"""
21021;10017;97;62641;1;Bankomat;IvaniÊ Grad;Trg V. Nazora 7;1;U funkciji (radi);ZABA Poslovnica (Croatia osiguranje d.d.);1;0-24 h;;;1;Prikaûi na karti;97;1;ZagrebaËka ûupanija;10310;IvaniÊ-Grad;Trg V. Nazora;7;;Trg V. Nazora 7;IvaniÊ-Grad, Trg V. Nazora 7;7;1824965.75;5733012.5;1;Prikaûi na karti;;" 16∞ 23' 38""";" 45∞ 42' 14"""
21022;10017;97;94141;1;Bankomat;IvaniÊ Grad;Trg V. Nazora 7;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;97;1;ZagrebaËka ûupanija;10310;IvaniÊ-Grad;Trg V. Nazora;7;;Trg V. Nazora 7;IvaniÊ-Grad, Trg V. Nazora 7;7;1824965.75;5733012.5;1;Prikaûi na karti;;" 16∞ 23' 38""";" 45∞ 42' 14"""
24011;10017;97;;4;Ureaj za zaprimanje naloga;IvaniÊ Grad;Trg V. Nazora 7;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;97;1;ZagrebaËka ûupanija;10310;IvaniÊ-Grad;Trg V. Nazora;7;;Trg V. Nazora 7;IvaniÊ-Grad, Trg V. Nazora 7;7;1824965.75;5733012.5;1;Prikaûi na karti;;" 16∞ 23' 38""";" 45∞ 42' 14"""
21263;;98;40240;1;Bankomat;Ivankovo;Boönjaci 2;1;U funkciji (radi);PatriËar d.o.o.;1;0-24 h;;;1;Prikaûi na karti;98;16;Vukovarsko-srijemska ûupanija;32281;Ivankovo;Boönjaci;2;;Boönjaci 2;Ivankovo, Boönjaci 2;2;2671679;5017308;1;Prikaûi na karti;;" 18∞ 41' 3""";" 45∞ 17' 18"""
21264;;99;49446;1;Bankomat;Jakovlje;Trg A. Sixta 1;1;U funkciji (radi);Trgostil d.o.o.;1;0-24 h;;;1;Prikaûi na karti;99;1;ZagrebaËka ûupanija;10297;Jakovlje;Trg A. Sixta;1;;Trg A. Sixta 1;Jakovlje, Trg A. Sixta 1;1;2449578.94;5087245.92;1;Prikaûi na karti;;" 15∞ 50' 41""";" 45∞ 56' 12"""
21265;;100;10117;1;Bankomat;Jalûabet;Trg braÊe RadiÊ bb;1;U funkciji (radi);OpÊina Jaûabet;1;0-24 h;;;1;Prikaûi na karti;100;5;Varaûdinska ûupanija;42203;Jalûabet;Trg braÊe RadiÊ;0;BB;Trg braÊe RadiÊ bb;Jalûabet, Trg braÊe RadiÊ BB;BB;2498345.79;5122874.42;1;Prikaûi na karti;;" 16∞ 28' 25""";" 46∞ 15' 33"""
21023;10018;101;80140;1;Bankomat;Jastrebarsko;BraÊe KaziÊ 7;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;101;1;ZagrebaËka ûupanija;10450;Jastrebarsko;BraÊe KaziÊa;7;;BraÊe KaziÊa 7;Jastrebarsko, BraÊe KaziÊa 7;7;1742404;5728111;1;Prikaûi na karti;;" 15∞ 39' 8""";" 45∞ 40' 23"""
21024;10018;101;71540;1;Bankomat;Jastrebarsko;BraÊe KaziÊ 7;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;101;1;ZagrebaËka ûupanija;10450;Jastrebarsko;BraÊe KaziÊa;7;;BraÊe KaziÊa 7;Jastrebarsko, BraÊe KaziÊa 7;7;1742404;5728111;1;Prikaûi na karti;;" 15∞ 39' 8""";" 45∞ 40' 23"""
24012;10209;101;;4;Ureaj za zaprimanje naloga;Jastrebarsko;BraÊe KaziÊa 7;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;101;1;ZagrebaËka ûupanija;10450;Jastrebarsko;BraÊe KaziÊa;7;;BraÊe KaziÊa 7;Jastrebarsko, BraÊe KaziÊa 7;7;1742404;5728111;1;Prikaûi na karti;;" 15∞ 39' 8""";" 45∞ 40' 23"""
22009;10209;101;;2;Dnevno-noÊni trezor;Jastrebarsko;BraÊe KaziÊa 7;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;101;1;ZagrebaËka ûupanija;10450;Jastrebarsko;BraÊe KaziÊa;7;;BraÊe KaziÊa 7;Jastrebarsko, BraÊe KaziÊa 7;7;1742404;5728111;1;Prikaûi na karti;;" 15∞ 39' 8""";" 45∞ 40' 23"""
21266;;102;53440;1;Bankomat;Jastrebarsko;V. MaËeka 15;1;U funkciji (radi);FINA;1;0-24 h;;;1;Prikaûi na karti;102;1;ZagrebaËka ûupanija;10450;Jastrebarsko;V. MaËeka;15;;V. MaËeka 15;Jastrebarsko, V. MaËeka 15;15;2434489.1;5058343;1;Prikaûi na karti;;" 15∞ 39' 14""";" 45∞ 40' 31"""
21267;;103;67715;1;Bankomat;Jelsa;Riva bb;1;U funkciji (radi);Parfumerija Fani;1;0-24 h;;;1;Prikaûi na karti;103;17;Splitsko-dalmatinska ûupanija;21465;Jelsa;Riva;0;BB;Riva bb;Jelsa, Riva BB;BB;2516179.02;4778782.31;1;Prikaûi na karti;;" 16∞ 41' 39""";" 43∞ 9' 42"""
21268;;104;39732;1;Bankomat;Kalinovac;Dravska 4;1;U funkciji (radi);Sloga d.o.o.;1;0-24 h;;;1;Prikaûi na karti;104;6;KoprivniËko-kriûevaËka ûupanija;48361;Kalinovac;Dravska;4;;Dravska 4;Kalinovac, Dravska 4;4;2547995.11;5097071.13;1;Prikaûi na karti;;" 17∞ 6' 54""";" 46∞ 1' 31"""
21270;;106;65647;1;Bankomat;Karlovac;Kralja Petra Kreöimira IV bb;1;U funkciji (radi);BILLA d.o.o.;1;0-24 h;;;1;Prikaûi na karti;106;4;KarlovaËka ûupanija;47000;Karlovac;Kralja Petra Kreöimira IV;0;BB;Kralja Petra Kreöimira IV bb;Karlovac, Kralja Petra Kreöimira IV BB;BB;2425978.36;5037003.06;1;Prikaûi na karti;;" 15∞ 32' 53""";" 45∞ 28' 57"""
21025;10019;108;66047;1;Bankomat;Karlovac;Stjepana RadiÊa 5;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;108;4;KarlovaËka ûupanija;47000;Karlovac;Stjepana RadiÊa;5;;Stjepana RadiÊa 5;Karlovac, Stjepana RadiÊa 5;5;1731493.88;5699477.5;1;Prikaûi na karti;;" 15∞ 33' 15""";" 45∞ 29' 35"""
22010;10210;108;;2;Dnevno-noÊni trezor;Karlovac;Stjepana RadiÊa 5;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;108;4;KarlovaËka ûupanija;47000;Karlovac;Stjepana RadiÊa;5;;Stjepana RadiÊa 5;Karlovac, Stjepana RadiÊa 5;5;1731493.88;5699477.5;1;Prikaûi na karti;;" 15∞ 33' 15""";" 45∞ 29' 35"""
24013;10210;108;;4;Ureaj za zaprimanje naloga;Karlovac;Stjepana RadiÊa 5;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;108;4;KarlovaËka ûupanija;47000;Karlovac;Stjepana RadiÊa;5;;Stjepana RadiÊa 5;Karlovac, Stjepana RadiÊa 5;5;1731493.88;5699477.5;1;Prikaûi na karti;;" 15∞ 33' 15""";" 45∞ 29' 35"""
21272;;109;64745;1;Bankomat;Karlovac;Trg Josipa Broza 5;1;U funkciji (radi);Kaufland Hrvatska k.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;109;4;KarlovaËka ûupanija;47000;Karlovac;Trg Josipa Broza;5;;Trg Josipa Broza 5;Karlovac, Trg Josipa Broza 5;5;2425807.1;5037614.7;1;Prikaûi na karti;;" 15∞ 32' 45""";" 45∞ 29' 17"""
21273;;110;53140;1;Bankomat;Karlovac;Trg M.äuflaja 2a;1;U funkciji (radi);FINA;1;0-24 h;;;1;Prikaûi na karti;110;4;KarlovaËka ûupanija;47000;Karlovac;Trg M.äuflaja;2;A;Trg M.äuflaja 2a;Karlovac, Trg M.äuflaja 2/A;2/A;2426017.37;5038150.58;1;Prikaûi na karti;;" 15∞ 32' 54""";" 45∞ 29' 34"""
21274;;111;10113;1;Bankomat;Kastav;Tometici 14a;1;U funkciji (radi);Poslovni prostor;1;0-24 h;;;1;Prikaûi na karti;111;8;Primorsko-goranska ûupanija;51215;Kastav;Tometici;14;A;Tometici 14a;Kastav, Tometici 14/A;14/A;2331313.91;5026397.41;1;Prikaûi na karti;;" 14∞ 20' 28""";" 45∞ 22' 14"""
21275;;112;49115;1;Bankomat;Kaötel LuköiÊ ;Dr. F. Tumana bb;1;U funkciji (radi);STAR - JB d.o.o.;1;0-24 h;;;1;Prikaûi na karti;112;17;Splitsko-dalmatinska ûupanija;21215;Kaötel LuköiÊ ;Ulica dr. Franje Tumana;0;BB;Dr. F. Tumana bb;Kaötel LuköiÊ , Ulica dr. Franje Tumana BB;BB;2489393.28;4821996.83;1;Prikaûi na karti;;" 16∞ 21' 50""";" 43∞ 33' 3"""
21276;;113;47515;1;Bankomat;Kaötel Stari;Obala kralja Tomislava 19;1;U funkciji (radi);MjenjËnica äimac;1;0-24 h;;;1;Prikaûi na karti;113;17;Splitsko-dalmatinska ûupanija;21216;Kaötel Stari;Obala kralja Tomislava;19;;Obala kralja Tomislava 19;Kaötel Stari, Obala kralja Tomislava 19;19;2487491.13;4821766.08;1;Prikaûi na karti;;" 16∞ 20' 25""";" 43∞ 32' 56"""
21277;;114;10066;1;Bankomat;Kaötel SuÊurac;dr. Franje Tumana 7;1;U funkciji (radi);Coopservice d.o.o. - T.C.Kaötela  ;2;u radno vrijeme objekta;;;1;Prikaûi na karti;114;17;Splitsko-dalmatinska ûupanija;21212;Kaötel SuÊurac;Ulica dr. Franje Tumana;7;;dr. Franje Tumana 7;Kaötel SuÊurac, Ulica dr. Franje Tumana 7;7;2496280.77;4820801.69;1;Prikaûi na karti;;" 16∞ 26' 57""";" 43∞ 32' 25"""
21026;10020;115;98046;1;Bankomat;Klanjec;Ulica Lijepe naöe 37;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;115;2;Krapinsko-zagorska ûupanija;49290;Klanjec;Lijepe Naöe;37;;Lijepe Naöe 37;Klanjec, Lijepe Naöe 37;37;2441704.87;5099880.59;1;Prikaûi na karti;;" 15∞ 44' 30""";" 46∞ 2' 59"""
