,,,,,,,,,,,,,,,,,,,,,,,,,
BRANCH PK,BRANCH ID2,LOCATION FK,ORG ID,B TYPE,B NAME,B STATUS,REGION NAME,PHONE,REMARK,WEB LABEL,WEB NOTE,WEB STATUS,COUNTY ID,COUNTY NAME,OLS PLACE ID,OLS PLACE NAME,PLACE ZIP,PLACE NAME,STREET NAME,HOUSE N,HOUSE SUBN,X,Y,LONG,LAT
10066,,358,15506,1,"Lazarica, Poljička cesta 14",1,Splitsko- dalmatinska županija,021/ 350-433,,Građani Županije,,1,17,Splitsko-dalmatinska županija,5477,Split,21000,Split,Poljička cesta,14,,2496755.2,4816866.53," 16° 27' 18"""," 43° 30' 17"""
10065,,363,15514,1,"Riva, Obala hrvatskog narodnog preporoda 10",1,Splitsko- dalmatinska županija,021/ 350-422,,Građani Županije,,1,17,Splitsko-dalmatinska županija,5477,Split,21000,Split,Obala hrvatskog narodnog preporoda,10,,2495411.48,4817217.92," 16° 26' 18"""," 43° 30' 29"""
10062,,364,15508,1,"Trstenik, Borisa Papandopula 25",1,Splitsko- dalmatinska županija,021/ 350-500,,Građani Županije,,1,17,Splitsko-dalmatinska županija,5477,Split,21000,Split,Borisa Papandopula,25,,2498361.3,4817247," 16° 28' 30"""," 43° 30' 30"""
10068,,375,15512,1,"Polanda,Ulica hrvatskih velikana 62",1,Splitsko- dalmatinska županija,021/ 350-515,,Građani Županije,,1,17,Splitsko-dalmatinska županija,5688,Supetar,21400,Supetar,Ulica hrvatskih velikana,62,,2505020.45,4803274.96," 16° 33' 26"""," 43° 22' 57"""
10069,10230,377,16411,1,Ulica braće Radić 1,1,Zagreb - prsten,01/ 6136-725,,Građani Zagreb,,1,1,Zagrebačka županija,5727,Sveti Ivan Zelina,10380,Sveti Ivan Zelina,Braće Radića,1,,1808201.22,5773921.52," 16° 14' 36"""," 45° 57' 36"""
10230,10069,377,16420,2,"Zelina, Ulica braće Radić 1",1,Regija Grad Zagreb Istok,,,Pravne,,1,1,Zagrebačka županija,5727,Sveti Ivan Zelina,10380,Sveti Ivan Zelina,Braće Radića,1,,1808201.22,5773921.52," 16° 14' 36"""," 45° 57' 36"""
10231,10070,385,15505,2,Fra Jerolima Milete bb,1,Regija Središnja i sjeverna Dalmacija,,,Pravne,,1,15,Šibensko-kninska županija,5761,Šibenik,22000,Šibenik,Fra Jerolima Milete,0,BB,1769647.29,5424169.85," 15° 53' 49"""," 43° 43' 58"""
10070,10231,385,15503,1,Fra Jerolima Milete bb,1,Šibensko- kninska županija,022/ 201-370,,Građani Županije,,1,15,Šibensko-kninska županija,5761,Šibenik,22000,Šibenik,Fra Jerolima Milete,0,BB,1769647.29,5424169.85," 15° 53' 49"""," 43° 43' 58"""
10071,,399,15509,1,Kardinala A. Stepinca 72,1,Splitsko- dalmatinska županija,021/ 350-525,,Građani Županije,,1,17,Splitsko-dalmatinska županija,5944,Trogir,21220,Trogir,Alojzija Stepinca,72,,1808575.85,5391261.74," 16° 14' 48"""," 43° 31' 7"""
10072,10232,408,14712,1,Jadranska 18,1,Istarska županija,052/ 429-800,,Građani Županije,,1,18,Istarska županija,6072,Umag,52470,Umag,Jadranska,18,,2267720.86,5036073.92," 13° 31' 32"""," 45° 26' 22"""
10232,10072,408,14715,2,Jadranska 18,1,Regija Istra,,,Pravne,,1,18,Istarska županija,6072,Umag,52470,Umag,Jadranska,18,,2267720.86,5036073.92," 13° 31' 32"""," 45° 26' 22"""
10075,,417,15805,1,"Banfica, R. Boškovića 25",1,Varaždinska županija,042/ 314-654,,Građani Županije,,1,5,Varaždinska županija,994,Varaždin,42000,Varaždin,R. Boškovića,25,,2488354.1,5129122.7," 16° 20' 38"""," 46° 18' 55"""
10074,,428,15801,1,"Centar,P. Preradovića 17",1,Varaždinska županija,042/ 314-615,,Građani Županije,,1,5,Varaždinska županija,994,Varaždin,42000,Varaždin,P. Preradovića,17,,1819072.5,5829778," 16° 20' 28"""," 46° 18' 27"""
10073,10233,429,15804,1,"Poslovni centar,Kapucinski trg 5",1,Varaždinska županija,042/ 400 110,,Građani Županije,,1,5,Varaždinska županija,994,Varaždin,42000,Varaždin,Kapucinski trg,5,,2487758.28,5128073.77," 16° 20' 10"""," 46° 18' 21"""
10233,10073,429,15844,2,"Poslovni centar,Kapucinski trg 5",1,Regija Sjeverna Hrvatska,,,Pravne,,1,5,Varaždinska županija,994,Varaždin,42000,Varaždin,Kapucinski trg,5,,2487758.28,5128073.77," 16° 20' 10"""," 46° 18' 21"""
10076,,435,15813,1,Trg slobode 14,1,Varaždinska županija,042/ 314-751,,Građani Županije,,1,5,Varaždinska županija,996,Varaždinske Toplice,42223,Varaždinske Toplice,Trg slobode,14,,2494601.6,5117213.59," 16° 25' 30"""," 46° 12' 30"""
10080,,438,16112,1,"Galženica,
Trg S. Radića 3",1,Zagreb - prsten,01/ 6254-155,,Građani Zagreb,,1,1,Zagrebačka županija,6004,Velika Gorica,10410,Velika Gorica,Trg S. Radića,3,,2466644.4,5062141.1," 16° 3' 60"""," 45° 42' 43"""
10234,10077,440,16116,2,Kralja D. Zvonimira 5,1,Zagrebački prsten,,,Pravne,,1,1,Zagrebačka županija,6004,Velika Gorica,10410,Velika Gorica,Kralja Dmitra Zvonimira,5,,2467122.4,5062719.3," 16° 4' 21"""," 45° 43' 2"""
10077,10234,440,16119,1,Kralja D. Zvonimira 5,1,Zagreb - prsten,01/ 6254-200,,Građani Zagreb,,1,1,Zagrebačka županija,6004,Velika Gorica,10410,Velika Gorica,Kralja Dmitra Zvonimira,5,,2467122.4,5062719.3," 16° 4' 21"""," 45° 43' 2"""
10078,,443,16111,1,"Zračna luka, Pleso bb",1,Zagreb - prsten,01/ 6254-254,,Građani Zagreb,,1,1,Zagrebačka županija,6004,Velika Gorica,10410,Velika Gorica,Pleso,0,BB,2466116.59,5064366.72," 16° 3' 35"""," 45° 43' 55"""
10079,,445,16113,1,Trg kralja Tomislava 32,1,Zagreb - prsten,01/ 6254-100,,Građani Zagreb,,1,1,Zagrebačka županija,6004,Velika Gorica,10410,Velika Gorica,Trg kralja Tomislava,32,,2467472.5,5062219.4," 16° 4' 38"""," 45° 42' 45"""
10081,,451,15806,1,Sv. Vida 19,1,Varaždinska županija,042/ 314-827,,Građani Županije,,1,5,Varaždinska županija,6195,Vidovec,42205,Vidovec,Sv. Vida,19,,2480509.84,5125887.54," 16° 14' 31"""," 46° 17' 10"""
10082,10235,456,14903,1,Kralja Zvonimira 6,1,Vukovarsko- srijemska županija,032/ 348-000,,Građani Županije,,1,16,Vukovarsko-srijemska županija,6221,Vinkovci,32100,Vinkovci,Kralja Zvonimira,6,,2093469.88,5667195," 18° 48' 21"""," 45° 17' 22"""
10235,10082,456,14916,2,Kralja Zvonimira 6,1,Regija Slavonija,,,Pravne,,1,16,Vukovarsko-srijemska županija,6221,Vinkovci,32100,Vinkovci,Kralja Zvonimira,6,,2093469.88,5667195," 18° 48' 21"""," 45° 17' 22"""
10236,10083,462,14910,2,Trg dr. Franje Tuđmana bb,1,Regija Središnja Hrvatska,,,Pravne,,1,10,Virovitičko-podravska županija,6231,Virovitica,33000,Virovitica,Trg dr. Franje Tuđmana,0,BB,1935545.13,5753566," 17° 23' 14"""," 45° 49' 57"""
10083,10236,462,14911,1,Trg dr. Franje Tuđmana bb,1,Virovitičko- podravska županija,033/ 841-724,,Građani Županije,,1,10,Virovitičko-podravska županija,6231,Virovitica,33000,Virovitica,Trg dr. Franje Tuđmana,0,BB,1935545.13,5753566," 17° 23' 14"""," 45° 49' 57"""
10084,10237,469,16413,1,Trg P. Zrinskog 8,1,Zagreb - prsten,01/ 6136-317,,Građani Zagreb,,1,1,Zagrebačka županija,6329,Vrbovec,10340,Vrbovec,Trg P. Zrinskog,8,,1827672.63,5761960.5," 16° 25' 6"""," 45° 53' 6"""
10237,10084,469,16417,2,Trg P. Zrinskog 8,1,Regija Središnja Hrvatska,,,Pravne,,1,1,Zagrebačka županija,6329,Vrbovec,10340,Vrbovec,Trg P. Zrinskog,8,,1827672.63,5761960.5," 16° 25' 6"""," 45° 53' 6"""
10238,10085,481,14626,2,Matije Gupca 59,1,Regija Zapadna Hrvatska,,,Pravne,,1,2,Krapinsko-zagorska županija,6434,Zabok,49210,Zabok,Matije Gupca,59,,1770391.63,5784473.5," 15° 54' 13"""," 46° 1' 33"""
10085,10238,481,14608,1,Matije Gupca 59,1,Krapinsko- zagorska županija,049/ 329-500,,Građani Županije,,1,2,Krapinsko-zagorska županija,6434,Zabok,49210,Zabok,Matije Gupca,59,,1770391.63,5784473.5," 15° 54' 13"""," 46° 1' 33"""
10239,,485,15504,2,Dr. Franje Tuđmana 19,1,Regija Središnja i sjeverna Dalmacija,,,Pravne,,1,13,Zadarska županija,6440,Zadar,23000,Zadar,Dr. Franje Tuđmana,17,,2399213,4885240," 15° 14' 9"""," 44° 6' 48"""
10088,,494,16407,1,Avenija Dubrava 47,1,Zagreb - istok,01/ 6136-950,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Dubrava,47,,1786743,5752929," 16° 3' 2"""," 45° 49' 43"""
10090,10240,499,16124,1,"Avenue mall - II kat,Avenija Dubrovnik 16",1,Zagreb - jug,01/ 6136-177,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Avenija Dubrovnik,16,,1778692.63,5744694.5," 15° 58' 42"""," 45° 46' 37"""
10240,10090,499,16101,2,"Avenue Tower - II kat,Avenija Dubrovnik 16",1,Regija Grad Zagreb Jug,,,Pravne,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Avenija Dubrovnik,16,,1778692.63,5744694.5," 15° 58' 42"""," 45° 46' 37"""
10092,,515,16308,1,"Drvinje, D. Golika 32",1,Zagreb - zapad,01/ 6136-552,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,D. Golika,32,,2456074.5,5072280.8," 15° 55' 47"""," 45° 48' 9"""
10094,,538,16307,1,Ilica 164,1,Zagreb - centar,01/ 6136-530,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Ilica,164,,1776165.63,5750459.5," 15° 57' 20"""," 45° 48' 47"""
10093,,542,12143,1,Ilica 38,1,Zagreb - centar,01/ 6136-406,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Ilica,38,,1777877.63,5750486," 15° 58' 15"""," 45° 48' 48"""
10104,,552,16207,1,"Jarun,Prosenikova 5-7",1,Zagreb - zapad,01/ 6136-028,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Prosenikova,5,,1773465.25,5746458," 15° 55' 53"""," 45° 47' 17"""
10096,,554,12102,1,Jurišićeva 22,1,Zagreb - centar,01/ 4801-521, 01/ 4801-579,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Jurišićeva,22,,1779110.13,5750298.5," 15° 58' 55"""," 45° 48' 44"""
10097,,561,16414,1,Koledinečka 1a,1,Zagreb - istok,01/ 6136-775,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Koledinečka,2,,2465979.93,5075510.62," 16° 3' 25"""," 45° 49' 56"""
10098,,572,16304,1,"Gajnice, M. Gandhija 1-3",1,Zagreb - zapad,01/ 6136-492,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,M. Gandhija,1,,2451996.3,5073692.2," 15° 52' 38"""," 45° 48' 54"""
10099,10242,574,16402,1,Maksimirska 86-88a,1,Zagreb - istok,01/ 2359-000,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Maksimirska,86,,2462131.1,5073875.9," 16° 0' 27"""," 45° 49' 2"""
10242,10099,575,16401,2,Maksimirska 88a,1,Regija Grad Zagreb Istok,,,Pravne,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Maksimirska,88,A,2462131.1,5073875.9," 16° 0' 27"""," 45° 49' 2"""
10102,,587,16209,1,Ozaljska 158,1,Zagreb - zapad,01/ 6136-078,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Ozaljska,158,,2456637.76,5071721.19," 15° 56' 14"""," 45° 47' 51"""
10103,10243,590,16204,1,Paromlinska 2,0,Zagreb - centar,01/ 6104 659,"Od 18. lipnja poslovanje preseljeno  u Eurocentar (prizemlje), Miramarska 23 ",Građani Zagreb,"Od 18. lipnja poslovanje preseljeno  u Eurocentar (prizemlje), Miramarska 23 ",0,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Paromlinska,2,,1778669.25,5748802.5," 15° 58' 41"""," 45° 48' 10"""
10243,10103,590,16213,2,Paromlinska 2,0,Regija Zagreb Centar,,"Od 18. lipnja poslovanje preseljeno  u Eurocentar (VI kat), Miramarska 23",Pravne,"Od 18. lipnja poslovanje preseljeno  u Eurocentar (VI kat), Miramarska 23 ",0,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Paromlinska,2,,1778669.25,5748802.5," 15° 58' 41"""," 45° 48' 10"""
10109,,597,16309,1,"Prečko,Slavenskoga 4",1,Zagreb - zapad,01/ 6136-584,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Slavenskog,4,,1769914.38,5747714," 15° 53' 58"""," 45° 47' 46"""
10114,,603,16405,1,"Ravnice, Vanje Radauša 1",1,Zagreb - istok,01/ 6136-904,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Vanje Radauša,1,,2463613.17,5074148.19," 16° 1' 36"""," 45° 49' 11"""
10105,,605,16107,1,Remetinečki gaj 27b,1,Zagreb - jug,6136-231,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Remetinečki gaj,27,B,1775255.21,5743498.53," 15° 56' 51"""," 45° 46' 10"""
10106,,608,16105,1,Resselova 2,1,Zagreb - jug,01/ 6136-162,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Resselova,2,,1778634,5744630," 15° 58' 40"""," 45° 46' 36"""
10117,,613,16102,1,"Savica, Zinke Kunc 2",1,Zagreb - jug,01/ 6136-100,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Zinke Kunc,2,,2461299.01,5071184.18," 15° 59' 50"""," 45° 47' 35"""
10107,,616,16202,1,Savsksa cesta 60,1,Zagreb - centar,00385 1 6305 344,,Centar za nerezidente,"Od 07.05.2012 Centar za nerezidente preseljen je na novu lokaciju Miramarska 23 (Eurocentar, VI kat)",0,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Savska cesta,60,,1776731.13,5748089," 15° 57' 38"""," 45° 47' 54"""
10108,,616,16205,1,Savska cesta 60,1,Zagreb - zapad,,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Savska cesta,60,,1776731.13,5748089," 15° 57' 38"""," 45° 47' 54"""
10110,,638,16206,1,Tratinska 69,1,Zagreb - zapad,01/ 6136-003,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Tratinska,69,,2458171,5072044.4," 15° 57' 25"""," 45° 48' 2"""
10091,,639,16104,1,"Travno, Božidara Magovca 23",1,Zagreb - jug,01/ 6136-158,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Božidara Magovca,23,,1780575.63,5743852," 15° 59' 43"""," 45° 46' 18"""
10247,,641,12185,2,Jurišićeva 22,1,Regija Zagreb Zapad,,,Pravne,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Jurišićeva,22,,1779110.25,5750298," 15° 58' 55"""," 45° 48' 44"""
10112,,644,16408,1,Trg S. Konzula 3,1,Zagreb - istok,01/ 6136-980,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Trg S. Konzula,3,,2463051.24,5072716.1," 16° 1' 10"""," 45° 48' 25"""
10115,,659,16403,1,Vlaška 106-108,1,Zagreb - istok,01/ 4606-500,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Vlaška,106,,1780490,5750595.5," 15° 59' 40"""," 45° 48' 50"""
10116,,670,16208,1,Zadarska 77,1,Zagreb - zapad,01/ 6136 065,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Zadarska,77,,1775184.02,5747285.74," 15° 56' 48"""," 45° 47' 36"""
10101,,676,16103,1,"Zapruđe, Meštrovićev trg 1",1,Zagreb - jug,01/ 6136-125,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Meštrovićev trg,1,,2461230.03,5069668.48," 15° 59' 47"""," 45° 46' 46"""
10118,,680,16326,1,Trg mladosti bb,1,Zagreb - prsten,01/ 3349-356,,Građani Zagreb,,1,1,Zagrebačka županija,6536,Zaprešić,10290,Zaprešić,Trg Mladosti,0,BB,1758804,5758213.5," 15° 47' 59"""," 45° 51' 42"""
10119,10248,682,16311,1,Bana Jelačića 1,1,Zagreb - prsten,01/ 3349-312,,Građani Zagreb,,1,1,Zagrebačka županija,6536,Zaprešić,10290,Zaprešić,Ulica bana J. Jelačića,1,,1759360.38,5757682.5," 15° 48' 17"""," 45° 51' 30"""
10248,10119,682,16316,2,Bana Jelačića 1,1,Regija Zapadna Hrvatska,,,Pravne,,1,1,Zagrebačka županija,6536,Zaprešić,10290,Zaprešić,Ulica bana J. Jelačića,1,,1759360.38,5757682.5," 15° 48' 17"""," 45° 51' 30"""
10120,10262,684,14601,1,Gajeva 7,1,Krapinsko- zagorska županija,049/ 329-600,,Građani Županije,,1,2,Krapinsko-zagorska županija,1189,Zlatar,49250,Zlatar,Gajeva,7,,2467890.23,5104351.7," 16° 4' 47"""," 46° 5' 30"""
10262,10120,684,14635,2,"Zlatar, Gajeva 7",1,Krapinsko-Zagorska županija,049/ 329-615,,,,1,2,Krapinsko-zagorska županija,1189,Zlatar,49250,Zlatar,Gajeva,7,,2467890.23,5104351.7," 16° 4' 47"""," 46° 5' 30"""
10121,10249,689,16329,1,"Špansko, F. Tenchinija 2a",1,Zagreb - zapad,01/ 6136-617,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,F. Tenchinija,2,A,1770330.88,5748440," 15° 54' 11"""," 45° 48' 2"""
10249,10121,689,16120,2,"Špansko, F. Tenchinija 2a",1,Regija Zagreb Centar,,,Pravne,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,F. Tenchinija,2,A,1770330.88,5748440," 15° 54' 11"""," 45° 48' 2"""
10122,,705,16422,1,"Zagrebtower, Radnička 80",1,Zagreb - istok,01/6349-695,,Građani Zagreb,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Radnička cesta,80,,2462076.03,5072073.77," 16° 0' 25"""," 45° 48' 4"""
10250,,711,15519,1,Matije Gupca bb,1,Regija Središnja i sjeverna Dalmacija,022/ 201 533,,Građani Županije,,1,15,Šibensko-kninska županija,6262,Vodice,22211,Vodice,Matije Gupca,0,BB,2442302.32,4845425.61," 15° 46' 42"""," 43° 45' 35"""
10251,,712,14632,1,Trg kralja Tomislava 20,1,Središnja Hrvatska,043/ 222-651,,GraÄ‘ani Ĺ˝upanije,,1,7,Bjelovarsko-bilogorska županija,1687,Daruvar,43500,Daruvar,Trg kralja Tomislava,20,,2556863,5049091," 17° 13' 26"""," 45° 35' 35"""
10253,,724,15516,1,"Polačišće 2, Zadar",1,Zadarska županija,023/208 325,,Građani županije,,1,13,Zadarska županija,6440,Zadar,23000,Zadar,Polačišće,2,,2399332,4884884," 15° 14' 14"""," 44° 6' 37"""
10254,,732,14925,1,"Županja, Veliki kraj 57",1,Regija Slavonija,032/ 348-053,,Građani Županije,,1,16,Vukovarsko-srijemska županija,6658,Županja,32270,Županja,Veliki kraj,57,,2673076.79,4993355.02," 18° 41' 37"""," 45° 4' 21"""
10258,,753,12142,1,Iblerov trg 9,1,Zagreb Istok,6136-441, 6136-443,,(Bezgotovinska poslovnica),1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Iblerov trg,9,,2460373,5073389," 15° 59' 6"""," 45° 48' 46"""
10259,,758,16212,2,Savska cesta 60,1,Regija Zagreb zapad,,,,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Savska cesta,60,,2458467,5071798," 15° 57' 38"""," 45° 47' 54"""
10261,,763,12101,1,Trg bana J.Jelačića 10,1,zagreb-istok,01/4808-310, 01/4808-360,građani,"od 02.srpnja 2013. zbog preuređenja, poslovanje privremeno selimo u poslovnice Jurišićava 22 i Ilica 38.",1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Trg bana J.Jelačića ,10,,1778689.75,5750417.5," 15° 58' 42"""," 45° 48' 46"""
10263,,767,16123,1,"Vrbani, Rudeška cesta 171",1,Zagreb zapad,01/6136-640,,,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Rudeška cesta,169,,2454823,5071060," 15° 54' 50"""," 45° 47' 29"""
10264,,768,14705,2,Ante Starčevića 10,1,Primorsko-Goranska županija,,,,,1,8,Primorsko-goranska županija,4388,Rijeka,51000,Rijeka,Ante Starčevića,10,,1607977.25,5672981.04," 14° 26' 41"""," 45° 19' 33"""
10265,,772,14634,2,Trg kralja Tomislava 20,1,Središnja Hrvatska,,,,,1,7,Bjelovarsko-bilogorska županija,1687,Daruvar,43500,Daruvar,Trg kralja Tomislava,20,,2556863,5049091," 17° 13' 26"""," 45° 35' 35"""
10267,,810,15518,1,"Zadar, Brne Krnautića 13",1,Zadarska županjia,208-300,,,,1,13,Zadarska županija,6440,Zadar,23000,Zadar,Brne Krnarutića,13,,1694956.13,5483415.86," 15° 13' 34"""," 44° 6' 58"""
10282,,825,16215,2,Tratinska 69,1,Zagreb-zapad,,,Pravne,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Tratinska,69,,2458171,5072044," 15° 57' 25"""," 45° 48' 2"""
10283,,830,16125,2,Trg kralja Tomislava 32,1,Zagrebački prsten,,,,,1,1,Zagrebačka županija,6004,Velika Gorica,10410,Velika Gorica,Trg kralja Tomislava,32,,2467473,5062219," 16° 4' 38"""," 45° 42' 45"""
10284,,832,12145,1,Masarykova 11,1,Zagreb-Centar,6136 501,,,(Bezgotovinska poslovnica),1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Masarykova,11,,2459436,5073174," 15° 58' 23"""," 45° 48' 39"""
10285,,833,14926,1,Ulica Europske unije 1,1,Regija Slavonije,032 451 068,,Građani,,1,16,Vukovarsko-srijemska županija,6416,Vukovar,32000,Vukovar,Europske unije,1,,2696462,5024794," 19° 0' 10"""," 45° 20' 57"""
10286,,834,14916,2,Ulica Europske unije 1,1,Regija Slavonija,,,Pravne,,1,16,Vukovarsko-srijemska županija,6416,Vukovar,32000,Vukovar,Europske unije,1,,2696462,5024794," 19° 0' 10"""," 45° 20' 57"""
10287,,835,,2,Avenija Dubrava 47,1,,,,,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Dubrava,47,,2465476,5075122," 16° 3' 2"""," 45° 49' 43"""
10288,,836,16332,2,"Gajnice, M.Gandhija 1-3",1,Zagreb-zapad,,,,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Mahatme Gandhija,1,,2451996,5073692," 15° 52' 38"""," 45° 48' 54"""
10289,,841,16303,1,Ilica 251,1,Zagreb zapad,01 / 6136 469,,,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Ilica,251,,2456356,5073628," 15° 55' 60"""," 45° 48' 53"""
10290,,842,16314,2,Ilica 251,1,Zagreb Zapad,,,Poduzetnički centar Črnomerec,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Ilica,251,,2456356,5073628," 15° 55' 60"""," 45° 48' 53"""
10291,,847,14720,1,Vozišće 24,1,Primorsko- goranska županija,051 353 940,,,,1,8,Primorsko-goranska županija,6014,Viškovo,51216,Viškovo,Vozišće,24,,1601144.46,5681697.44," 14° 22' 60"""," 45° 22' 51"""
10292,,849,14722,1,Rudarska 8,1,Istarska županija,052 602 180,,Građani županije,,1,18,Istarska županija,1595,Labin,52220,Labin,Rudarska ,8,,1571907.11,5636075.8," 14° 7' 14"""," 45° 5' 33"""
10293,,850,14723,2,Rudarska 8,1,Istarska županija,,,Pravne,,1,18,Istarska županija,1595,Labin,52220,Labin,Rudarska,8,,2313147,4995965," 14° 7' 15"""," 45° 5' 32"""
10294,,852,14724,2,Vozišće 24,1,Primorsko- goranska županija,,,,,1,8,Primorsko-goranska županija,6014,Viškovo,51216,Viškovo,vozišće,24,,1601157.33,5681694.93," 14° 23' 0"""," 45° 22' 51"""
10296,10298,892,16333,1,"Jankomir, Samoborska 145",1,Regija Zagreb Centar,01/6136-894, 01/6136-892,Građani,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Samoborska cesta,145,,1766064.13,5750168," 15° 51' 53"""," 45° 48' 41"""
10298,10296,892,16330,2,"Jankomir, Samoborska 145",1,Regija Zagreb,,,,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Samoborska cesta,145,,1766064.13,5750168," 15° 51' 53"""," 45° 48' 41"""
10301,,905,16204,1,Miramarska 23 (Eurocentar),1,Grad Zagreb,01/6104-659,,,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Miramarska cesta,23,,1778294,5748697.5," 15° 58' 29"""," 45° 48' 8"""
10302,,918,16213,2,Miramarska 23 (Eurocentar VI kat),1,Grad Zagreb,,,,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Miramarska cesta,23,,1778294,5748697,15° 58' 29'',45° 48' 8''
10303,,919,16202,1,"Miramarska 23, Centar za nerezidente (Eurocentar VI kat)",1,Grad Zagreb,01/6305-208, 01/6305-331,,,1,21,Grad Zagreb,6764,Zagreb,10000,Zagreb,Miramarska cesta,23,,1778294,5748697,15° 58' 29'',45° 48' 8''
10304,,926,15616,1,"Ulica Dr. A. Starčevića 45, Dubrovnik",1,Dalmacija,020/356-741,,,,1,19,Dubrovačko-neretvanska županija,2086,Dubrovnik,20000,Dubrovnik,Dr. A. Starčevića ,45,,2013743,5259154,18° 5' 23'',45° 39' 7''
